data_type,setting_data,created_date,updated_date,created_by,page_setting_id,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9033,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9034,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9035,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9036,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9037,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9038,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9039,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9040,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9041,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9042,left pannel middel container
data_type,setting_data,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9043,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9044,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9045,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9046,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9047,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9048,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9049,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9050,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9051,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9052,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9053,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9054,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9055,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9056,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9057,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9058,left pannel
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9059,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9060,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:45,2023-12-06 13:28:45," ",9061,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9062,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9063,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9064,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9065,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9066,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9067,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9068,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9069,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9070,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9071,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9072,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9073,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9074,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9075,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9076,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9077,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9078,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9079,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9080,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9081,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9082,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9083,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9084,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9085,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9086,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9087,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9088,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9089,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9090,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9091,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9092,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9093,sample 30 Nov Data
,,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9094,
data_type,setting_data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9095,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9096,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9097,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9098,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:46,2023-12-06 13:28:46," ",9099,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9100,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9101,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9102,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9103,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9104,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9105,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9106,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9107,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9108,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9109,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9110,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9111,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9112,sample 30 Nov Data
text,welcome to website,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9113,left pannel header
,,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9114,
logo,uploads/Home/files/logo/1701763423131661892.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9115,header top logo
logo,uploads/Home/files/logo/1701766269025024929.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9116,footer email symbol logo
logo,uploads/Home/files/logo/1701766282766341722.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9117,footer email symbol logo
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9118,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9119,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9120,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9121,sample 30 Nov Data
text,sample excel update section,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9122,devendra sample section
text,sample excel update section,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9123,devendra sample section
text,welcome sample 30 Nov Data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9124,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9125,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9126,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9127,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11100,sample 30 Nov Data
logo,uploads/Home/files/logo/1701766282766341722.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9128,footer email symbol logo
logo,uploads/Home/files/logo/1701766269025024929.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9129,footer email symbol logo
logo,uploads/Home/files/logo/1701763423131661892.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9130,header top logo
,,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9131,
text,welcome to website,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9132,left pannel header
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9133,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9134,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9135,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9136,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9137,left pannel
data_type,setting_data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9138,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9139,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9140,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9141,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9142,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9143,left pannel
data_type,setting_data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9144,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9145,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9146,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:47,2023-12-06 13:28:47," ",9147,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9148,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9149,left pannel
data_type,setting_data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9150,section
,,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9151,
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9152,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9153,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9154,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9155,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9156,left pannel
data_type,setting_data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9157,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9158,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9159,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9160,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9161,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9162,left pannel
data_type,setting_data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9163,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9164,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9165,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9166,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9167,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9168,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9169,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9170,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9171,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9172,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9173,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9174,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9175,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9176,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9177,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9178,left pannel
data_type,setting_data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9179,section
text,welcome sample 30 Nov Data,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11101,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9180,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9181,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9182,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9183,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9184,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9185,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9186,left pannel
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9187,left pannel
data_type,setting_data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9188,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9189,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9190,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9191,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9192,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9193,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9194,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9195,left pannel
data_type,setting_data,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9196,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:48,2023-12-06 13:28:48," ",9197,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9198,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9199,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9200,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9201,left pannel
data_type,setting_data,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9202,section
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9203,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9204,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9205,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9206,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9207,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9208,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9209,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9210,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9211,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9212,left pannel
logo,uploads/Home/files/logo/1701766282766341722.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9213,footer email symbol logo
logo,uploads/Home/files/logo/1701766269025024929.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9214,footer email symbol logo
logo,uploads/Home/files/logo/1701763423131661892.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9215,header top logo
,,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9216,
text,welcome to website,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9217,left pannel header
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9218,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9219,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9220,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9221,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9222,left pannel
data_type,setting_data,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9223,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9224,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9225,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9226,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9227,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9228,left pannel
data_type,setting_data,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9229,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9230,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9231,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9232,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9233,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9234,left pannel
data_type,setting_data,2023-12-06 13:28:49,2023-12-06 13:28:49," ",9235,section
,,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9236,
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9237,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9238,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9239,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9240,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9241,left pannel
data_type,setting_data,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9242,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9243,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9244,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9245,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9246,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9247,left pannel
data_type,setting_data,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9248,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9249,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9250,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9251,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9252,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9253,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9254,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9255,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9256,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9257,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9258,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9259,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9260,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9261,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:50,2023-12-06 13:28:50," ",9262,left pannel middel container
